image_path,class_name,calories,protein,carbs,fats,portion_gram
Banh_beo/13.jpg,Banh_beo,208.54,7.8,25.68,6.7,155.41
Banh_beo/140.jpg,Banh_beo,209.2,7.81,31.63,8.29,152.02
Banh_beo/143.jpg,Banh_beo,203.72,7.93,29.42,6.68,165.54
Banh_beo/144.jpg,Banh_beo,194.65,7.46,33.53,7.61,137.99
Banh_beo/145.jpg,Banh_beo,197.03,7.58,29.57,6.81,163.58
Banh_beo/146.jpg,Banh_beo,189.74,8.5,27.64,8.45,154.91
Banh_beo/148.jpg,Banh_beo,238.57,8.62,34.12,7.05,167.68
Banh_beo/149.jpg,Banh_beo,168.89,9.39,31.37,8.82,163.25
Banh_beo/14.jpg,Banh_beo,209.05,8.09,25.96,6.98,145.5
Banh_beo/150.jpg,Banh_beo,164.65,8.42,33.36,6.57,146.32
Banh_beo/152.jpg,Banh_beo,209.3,8.25,26.04,7.63,148.99
Banh_beo/153.jpg,Banh_beo,236.21,9.44,33.5,8.0,164.33
Banh_beo/157.jpg,Banh_beo,207.2,7.94,34.12,8.54,143.23
Banh_beo/158.jpg,Banh_beo,223.66,9.21,36.12,8.88,150.32
Banh_beo/15.jpg,Banh_beo,196.32,8.39,29.44,7.96,144.38
Banh_beo/160.jpg,Banh_beo,187.91,7.51,33.86,8.27,156.28
Banh_beo/161.jpg,Banh_beo,224.42,8.11,29.5,8.27,141.05
Banh_beo/162.jpg,Banh_beo,201.84,7.66,28.69,7.62,147.28
Banh_beo/163.jpg,Banh_beo,153.56,7.43,32.35,8.71,148.53
Banh_beo/164.jpg,Banh_beo,177.7,8.13,35.42,7.98,150.85
Banh_beo/165.jpg,Banh_beo,227.25,8.06,31.96,7.37,140.06
Banh_beo/166.jpg,Banh_beo,174.84,8.27,29.7,7.61,176.26
Banh_beo/167.jpg,Banh_beo,178.27,7.37,29.66,7.85,157.83
Banh_beo/168.jpg,Banh_beo,172.56,9.06,30.94,8.37,170.62
Banh_beo/169.jpg,Banh_beo,172.19,8.96,31.31,8.86,132.8
Banh_beo/16.jpg,Banh_beo,165.69,8.77,30.86,7.05,148.68
Banh_beo/170.jpg,Banh_beo,252.7,7.85,31.32,7.81,161.01
Banh_beo/173.jpg,Banh_beo,207.74,8.23,29.79,6.96,168.24
Banh_beo/174.jpg,Banh_beo,222.85,7.38,29.05,7.93,150.92
Banh_beo/175.jpg,Banh_beo,155.62,8.42,34.56,8.97,152.22
Banh_beo/176.jpg,Banh_beo,222.93,6.9,25.5,8.47,138.39
Banh_beo/177.jpg,Banh_beo,201.44,9.55,28.25,7.55,148.06
Banh_beo/17.jpg,Banh_beo,214.14,7.71,27.13,7.88,134.64
Banh_beo/180.jpg,Banh_beo,204.17,8.78,26.82,7.91,191.42
Banh_beo/181.jpg,Banh_beo,195.54,8.57,29.63,7.95,137.66
Banh_beo/183.jpg,Banh_beo,241.98,6.69,31.5,9.64,133.52
Banh_beo/184.jpg,Banh_beo,219.87,8.81,28.46,7.57,139.84
Banh_beo/185.jpg,Banh_beo,185.01,9.18,31.95,8.11,142.77
Banh_beo/186.jpg,Banh_beo,208.05,8.13,30.08,8.48,165.31
Banh_beo/189.jpg,Banh_beo,176.21,8.67,34.28,7.85,157.86
Banh_beo/18.jpg,Banh_beo,186.56,8.1,25.07,8.38,119.56
Banh_beo/191.jpg,Banh_beo,218.71,6.79,29.51,8.32,142.97
Banh_beo/192.jpg,Banh_beo,164.63,7.74,35.43,7.05,158.69
Banh_beo/193.jpg,Banh_beo,225.61,7.78,32.62,9.0,111.49
Banh_beo/194.jpg,Banh_beo,216.01,8.88,30.8,8.62,150.04
Banh_beo/195.jpg,Banh_beo,196.11,8.55,31.32,7.89,143.96
Banh_beo/197.jpg,Banh_beo,203.15,8.93,29.37,7.73,143.33
Banh_beo/198.jpg,Banh_beo,172.74,7.51,30.02,8.99,173.73
Banh_beo/199.jpg,Banh_beo,198.18,8.15,28.98,7.51,151.19
Banh_beo/19.jpg,Banh_beo,211.25,7.63,28.07,8.59,133.32
Banh_beo/1.jpg,Banh_beo,192.87,6.47,32.67,7.22,139.94
Banh_beo/200.jpg,Banh_beo,215.06,7.62,27.25,8.45,136.44
Banh_beo/201.jpg,Banh_beo,246.9,8.21,29.26,7.23,131.93
Banh_beo/203.jpg,Banh_beo,175.67,8.3,35.88,7.63,148.28
Banh_beo/204.jpg,Banh_beo,214.88,7.44,31.06,8.76,144.82
Banh_beo/205.jpg,Banh_beo,177.9,7.34,32.71,7.78,134.78
Banh_beo/206.jpg,Banh_beo,217.24,8.83,30.63,8.21,128.29
Banh_beo/208.jpg,Banh_beo,184.08,8.73,26.59,8.82,154.83
Banh_beo/209.jpg,Banh_beo,200.99,8.49,32.06,8.35,127.88
Banh_beo/20.jpg,Banh_beo,183.64,6.76,32.18,8.21,139.13
Banh_beo/210.jpg,Banh_beo,192.41,9.01,35.89,9.12,147.83
Banh_beo/211.jpg,Banh_beo,192.63,6.91,27.4,7.86,149.84
Banh_beo/213.jpg,Banh_beo,171.61,6.67,23.16,9.32,124.5
Banh_beo/214.jpg,Banh_beo,204.99,7.44,29.87,8.45,147.28
Banh_beo/215.jpg,Banh_beo,181.32,9.0,29.23,7.63,148.52
Banh_beo/216.jpg,Banh_beo,211.43,8.85,28.95,8.21,143.6
Banh_beo/217.jpg,Banh_beo,232.83,8.93,30.05,7.77,148.57
Banh_beo/218.jpg,Banh_beo,181.49,8.81,30.3,9.6,140.07
Banh_beo/221.jpg,Banh_beo,190.32,8.28,32.87,7.54,154.72
Banh_beo/224.jpg,Banh_beo,187.37,7.07,31.53,7.61,152.06
Banh_beo/225.jpg,Banh_beo,162.59,8.52,26.64,8.08,181.76
Banh_beo/226.jpg,Banh_beo,176.15,9.27,27.22,8.92,143.51
Banh_beo/227.jpg,Banh_beo,192.56,8.63,27.35,7.27,157.37
Banh_beo/228.jpg,Banh_beo,172.19,8.92,24.25,6.15,166.73
Banh_beo/229.jpg,Banh_beo,198.88,8.71,28.56,9.12,153.51
Banh_beo/230.jpg,Banh_beo,181.46,7.1,27.53,7.07,173.33
Banh_beo/231.jpg,Banh_beo,200.64,7.29,27.68,8.77,183.47
Banh_beo/232.jpg,Banh_beo,179.78,7.83,33.94,7.74,146.86
Banh_beo/235.jpg,Banh_beo,179.0,8.06,28.15,10.53,132.23
Banh_beo/236.jpg,Banh_beo,211.43,7.89,33.67,8.28,146.7
Banh_beo/237.jpg,Banh_beo,184.26,8.3,29.07,9.38,144.37
Banh_beo/238.jpg,Banh_beo,200.56,6.7,27.45,8.32,154.94
Banh_beo/240.jpg,Banh_beo,160.79,6.61,24.64,8.4,167.33
Banh_beo/242.jpg,Banh_beo,212.17,7.3,33.96,7.29,169.79
Banh_beo/243.jpg,Banh_beo,216.16,9.03,25.8,8.1,159.1
Banh_beo/246.jpg,Banh_beo,206.89,6.64,28.88,8.17,142.53
Banh_beo/247.jpg,Banh_beo,201.95,5.65,30.8,9.08,130.11
Banh_beo/249.jpg,Banh_beo,199.97,8.21,28.72,8.04,174.0
Banh_beo/24.jpg,Banh_beo,189.68,7.23,29.9,7.9,134.85
Banh_beo/250.jpg,Banh_beo,191.16,6.63,28.31,8.67,130.57
Banh_beo/252.jpg,Banh_beo,202.19,8.0,25.65,8.15,151.39
Banh_beo/253.jpg,Banh_beo,201.72,7.31,30.25,8.48,141.82
Banh_beo/254.jpg,Banh_beo,206.76,7.08,31.58,8.27,148.11
Banh_beo/256.jpg,Banh_beo,186.17,8.73,35.03,7.76,145.89
Banh_beo/258.jpg,Banh_beo,168.68,8.26,29.56,8.24,150.97
Banh_beo/259.jpg,Banh_beo,149.31,6.34,31.97,7.19,161.91
Banh_beo/25.jpg,Banh_beo,179.63,8.22,32.65,7.19,133.41
Banh_beo/260.jpg,Banh_beo,169.87,7.34,30.9,7.54,145.8
Banh_beo/261.jpg,Banh_beo,192.07,7.36,29.01,7.66,133.01
Banh_beo/262.jpg,Banh_beo,145.05,8.23,36.19,8.46,161.01
Banh_beo/263.jpg,Banh_beo,178.37,8.91,31.71,7.46,137.32
Banh_beo/264.jpg,Banh_beo,201.56,7.74,31.83,8.15,132.0
Banh_beo/267.jpg,Banh_beo,156.63,8.69,27.98,7.92,150.35
Banh_beo/268.jpg,Banh_beo,163.76,9.25,34.33,5.62,140.44
Banh_beo/26.jpg,Banh_beo,220.43,7.13,32.62,8.49,148.23
Banh_beo/273.jpg,Banh_beo,192.74,8.01,32.46,8.07,160.31
Banh_beo/274.jpg,Banh_beo,188.9,7.16,24.86,8.55,126.77
Banh_beo/275.jpg,Banh_beo,194.21,7.99,27.18,8.75,140.4
Banh_beo/277.jpg,Banh_beo,184.74,8.34,29.67,8.46,138.21
Banh_beo/280.jpg,Banh_beo,195.12,8.0,31.31,8.33,150.81
Banh_beo/282.jpg,Banh_beo,208.51,8.06,30.98,6.79,118.48
Banh_beo/284.jpg,Banh_beo,191.13,7.72,30.35,8.41,143.99
Banh_beo/285.jpg,Banh_beo,224.23,6.69,30.15,8.11,168.1
Banh_beo/287.jpg,Banh_beo,218.29,7.44,29.04,8.29,142.6
Banh_beo/288.jpg,Banh_beo,207.02,8.84,30.26,9.54,160.78
Banh_beo/28.jpg,Banh_beo,200.77,7.96,31.13,7.27,144.77
Banh_beo/290.jpg,Banh_beo,238.1,7.49,34.05,7.84,146.79
Banh_beo/292.jpg,Banh_beo,200.43,9.18,30.45,8.01,157.81
Banh_beo/293.jpg,Banh_beo,171.62,9.21,28.36,7.92,140.05
Banh_beo/295.jpg,Banh_beo,177.75,8.55,27.62,7.73,151.5
Banh_beo/296.jpg,Banh_beo,185.78,5.9,31.54,7.59,125.89
Banh_beo/298.jpg,Banh_beo,191.55,7.75,34.34,5.55,127.85
Banh_beo/299.jpg,Banh_beo,151.05,7.72,27.63,8.96,152.58
Banh_beo/301.jpg,Banh_beo,191.54,7.19,30.68,7.58,146.7
Banh_beo/302.jpg,Banh_beo,220.71,8.67,29.34,7.91,180.3
Banh_beo/303.jpg,Banh_beo,231.99,8.33,32.47,7.73,131.51
Banh_beo/304.jpg,Banh_beo,253.68,5.78,32.88,7.25,148.29
Banh_beo/305.jpg,Banh_beo,202.27,7.8,26.21,9.45,159.82
Banh_beo/306.jpg,Banh_beo,142.74,9.34,32.53,9.81,131.17
Banh_beo/309.jpg,Banh_beo,187.53,7.56,31.77,7.28,159.68
Banh_beo/310.jpg,Banh_beo,208.73,8.27,21.71,8.36,138.14
Banh_beo/311.jpg,Banh_beo,248.47,9.29,36.09,8.66,136.35
Banh_beo/312.jpg,Banh_beo,220.52,8.37,31.25,8.4,158.43
Banh_beo/314.jpg,Banh_beo,186.03,7.41,27.43,8.51,149.36
Banh_beo/315.jpg,Banh_beo,178.2,7.22,29.39,6.49,155.56
Banh_beo/318.jpg,Banh_beo,211.06,7.34,32.14,6.93,144.93
Banh_beo/319.jpg,Banh_beo,185.64,7.95,32.26,9.23,170.53
Banh_beo/31.jpg,Banh_beo,188.31,9.01,33.22,7.97,135.08
Banh_beo/321.jpg,Banh_beo,200.92,6.96,32.46,7.73,143.07
Banh_beo/322.jpg,Banh_beo,199.08,7.68,32.42,7.57,132.08
Banh_beo/325.jpg,Banh_beo,212.54,7.65,30.6,8.22,154.69
Banh_beo/326.jpg,Banh_beo,212.02,7.34,28.18,8.45,143.43
Banh_beo/327.jpg,Banh_beo,216.17,6.91,27.01,9.04,129.36
Banh_beo/328.jpg,Banh_beo,177.3,7.66,30.1,9.66,163.71
Banh_beo/32.jpg,Banh_beo,239.23,8.23,28.23,8.92,133.21
Banh_beo/330.jpg,Banh_beo,233.26,7.69,35.23,6.15,168.14
Banh_beo/331.jpg,Banh_beo,201.32,8.05,28.18,8.17,135.93
Banh_beo/332.jpg,Banh_beo,198.85,8.38,30.64,7.89,152.15
Banh_beo/333.jpg,Banh_beo,198.81,7.68,30.06,6.8,146.27
Banh_beo/334.jpg,Banh_beo,198.53,7.7,26.29,7.46,140.29
Banh_beo/335.jpg,Banh_beo,210.61,7.66,29.14,8.5,157.83
Banh_beo/336.jpg,Banh_beo,228.43,7.94,30.91,7.86,149.5
Banh_beo/337.jpg,Banh_beo,191.79,8.58,28.88,8.17,134.2
Banh_beo/338.jpg,Banh_beo,183.84,7.6,27.07,9.86,135.68
Banh_beo/339.jpg,Banh_beo,180.69,9.22,28.17,7.85,154.28
Banh_beo/33.jpg,Banh_beo,212.8,8.23,32.9,7.76,142.27
Banh_beo/340.jpg,Banh_beo,209.65,9.11,26.28,8.33,145.69
Banh_beo/341.jpg,Banh_beo,205.36,8.52,31.16,8.23,145.09
Banh_beo/342.jpg,Banh_beo,196.47,7.82,26.94,9.19,131.12
Banh_beo/343.jpg,Banh_beo,218.25,9.47,30.32,9.46,138.96
Banh_beo/344.jpg,Banh_beo,203.98,7.1,32.32,9.49,135.29
Banh_beo/346.jpg,Banh_beo,196.77,5.31,31.74,7.42,126.43
Banh_beo/348.jpg,Banh_beo,180.91,7.86,30.26,8.89,138.78
Banh_beo/349.jpg,Banh_beo,183.03,8.89,28.97,8.46,145.61
Banh_beo/34.jpg,Banh_beo,184.65,6.48,28.41,8.5,160.47
Banh_beo/352.jpg,Banh_beo,232.16,7.52,29.38,8.75,139.13
Banh_beo/353.jpg,Banh_beo,206.87,7.5,33.78,7.37,166.22
Banh_beo/355.jpg,Banh_beo,200.86,8.14,32.83,6.67,140.12
Banh_beo/356.jpg,Banh_beo,220.67,7.74,23.93,7.56,158.17
Banh_beo/357.jpg,Banh_beo,211.84,7.11,30.51,9.05,154.62
Banh_beo/359.jpg,Banh_beo,177.34,9.14,32.64,6.94,142.63
Banh_beo/35.jpg,Banh_beo,200.65,8.68,30.0,9.34,149.76
Banh_beo/360.jpg,Banh_beo,194.74,8.82,29.02,7.05,157.11
Banh_beo/363.jpg,Banh_beo,204.48,7.92,28.76,8.38,138.99
Banh_beo/364.jpg,Banh_beo,192.53,7.79,33.47,8.43,156.12
Banh_beo/365.jpg,Banh_beo,201.78,6.02,27.49,9.49,117.54
Banh_beo/366.jpg,Banh_beo,162.56,7.22,24.54,7.97,150.88
Banh_beo/367.jpg,Banh_beo,215.92,8.76,22.43,9.24,124.05
Banh_beo/368.jpg,Banh_beo,152.98,6.98,30.61,7.67,148.78
Banh_beo/369.jpg,Banh_beo,247.45,6.77,29.33,7.48,173.91
Banh_beo/36.jpg,Banh_beo,229.37,8.13,31.81,8.11,171.26
Banh_beo/370.jpg,Banh_beo,192.52,8.15,30.25,7.79,151.05
Banh_beo/371.jpg,Banh_beo,183.29,7.98,29.66,7.98,156.55
Banh_beo/372.jpg,Banh_beo,175.59,8.08,32.27,6.23,174.19
Banh_beo/373.jpg,Banh_beo,214.99,9.28,28.86,8.62,133.53
Banh_beo/374.jpg,Banh_beo,204.36,9.46,28.23,6.99,156.6
Banh_beo/375.jpg,Banh_beo,239.91,7.6,31.53,9.13,140.47
Banh_beo/376.jpg,Banh_beo,218.47,8.4,28.63,7.34,144.34
Banh_beo/377.jpg,Banh_beo,219.25,8.23,26.66,7.94,164.44
Banh_beo/378.jpg,Banh_beo,182.6,7.63,25.26,7.74,167.56
Banh_beo/379.jpg,Banh_beo,188.32,6.37,29.64,7.8,159.99
Banh_beo/37.jpg,Banh_beo,187.23,7.89,30.27,8.7,153.01
Banh_beo/380.jpg,Banh_beo,158.43,8.58,22.87,7.65,140.43
Banh_beo/381.jpg,Banh_beo,201.99,6.67,35.17,8.2,143.79
Banh_beo/382.jpg,Banh_beo,190.86,8.26,27.2,8.5,151.1
Banh_beo/384.jpg,Banh_beo,210.33,8.64,35.98,8.55,136.63
Banh_beo/385.jpg,Banh_beo,207.65,7.57,31.36,9.21,157.53
Banh_beo/388.jpg,Banh_beo,185.31,8.2,33.83,8.18,146.21
Banh_beo/389.jpg,Banh_beo,218.45,8.78,29.27,7.44,162.66
Banh_beo/38.jpg,Banh_beo,182.16,9.72,32.39,7.55,124.63
Banh_beo/390.jpg,Banh_beo,182.07,8.66,28.63,9.38,129.69
Banh_beo/391.jpg,Banh_beo,211.01,7.85,30.06,7.42,134.57
Banh_beo/397.jpg,Banh_beo,220.72,8.73,29.79,6.87,168.92
Banh_beo/398.jpg,Banh_beo,224.02,7.52,29.65,7.62,142.32
Banh_beo/39.jpg,Banh_beo,197.84,7.69,31.47,7.15,171.93
Banh_beo/3.jpg,Banh_beo,176.38,7.06,34.29,7.54,140.12
Banh_beo/400.jpg,Banh_beo,191.64,7.17,29.53,7.92,160.37
Banh_beo/401.jpg,Banh_beo,170.92,7.69,29.88,7.37,137.74
Banh_beo/403.jpg,Banh_beo,228.73,8.45,33.94,9.09,120.17
Banh_beo/404.jpg,Banh_beo,207.77,9.3,35.02,7.25,157.57
Banh_beo/405.jpg,Banh_beo,168.13,8.31,28.17,6.67,136.67
Banh_beo/406.jpg,Banh_beo,200.05,8.41,29.22,7.32,157.15
Banh_beo/407.jpg,Banh_beo,188.86,9.12,33.5,8.44,151.74
Banh_beo/408.jpg,Banh_beo,236.18,9.33,32.59,7.82,139.25
Banh_beo/40.jpg,Banh_beo,231.91,7.41,30.59,8.06,144.16
Banh_beo/410.jpg,Banh_beo,193.32,7.42,35.49,6.42,143.81
Banh_beo/411.jpg,Banh_beo,206.88,7.56,29.77,8.48,168.08
Banh_beo/412.jpg,Banh_beo,166.52,6.75,35.01,6.98,162.43
Banh_beo/413.jpg,Banh_beo,228.9,7.39,30.98,8.16,128.46
Banh_beo/414.jpg,Banh_beo,209.74,8.33,29.49,9.15,181.05
Banh_beo/416.jpg,Banh_beo,213.86,8.67,32.21,8.0,141.91
Banh_beo/417.jpg,Banh_beo,222.89,9.07,26.62,7.41,141.42
Banh_beo/418.jpg,Banh_beo,208.93,8.32,30.6,8.29,150.25
Banh_beo/419.jpg,Banh_beo,208.79,9.2,25.68,8.62,167.05
Banh_beo/420.jpg,Banh_beo,166.27,8.67,30.68,8.61,150.33
Banh_beo/421.jpg,Banh_beo,182.75,7.99,28.94,7.49,143.08
Banh_beo/422.jpg,Banh_beo,199.89,8.47,33.02,8.57,141.08
Banh_beo/424.jpg,Banh_beo,230.31,9.98,30.68,7.44,159.28
Banh_beo/426.jpg,Banh_beo,157.9,7.47,28.0,9.05,162.21
Banh_beo/427.jpg,Banh_beo,200.77,7.92,28.6,6.7,143.89
Banh_beo/428.jpg,Banh_beo,216.42,8.19,32.97,8.42,182.41
Banh_beo/429.jpg,Banh_beo,181.98,7.54,26.49,7.97,155.54
Banh_beo/430.jpg,Banh_beo,220.31,8.16,24.69,7.38,156.84
Banh_beo/432.jpg,Banh_beo,215.04,7.46,29.99,8.2,133.32
Banh_beo/433.jpg,Banh_beo,178.96,8.75,25.75,7.44,144.75
Banh_beo/434.jpg,Banh_beo,210.49,8.11,33.65,8.53,172.18
Banh_beo/435.jpg,Banh_beo,218.04,6.84,28.58,8.09,154.92
Banh_beo/436.jpg,Banh_beo,203.91,8.05,32.74,9.43,136.63
Banh_beo/437.jpg,Banh_beo,204.04,7.07,25.77,8.08,185.56
Banh_beo/438.jpg,Banh_beo,195.85,7.78,30.0,7.45,151.43
Banh_beo/439.jpg,Banh_beo,211.78,7.22,28.01,6.59,151.27
Banh_beo/440.jpg,Banh_beo,189.11,7.72,30.85,7.75,135.14
Banh_beo/441.jpg,Banh_beo,198.08,7.1,24.64,5.41,138.84
Banh_beo/443.jpg,Banh_beo,191.36,8.45,26.93,10.3,130.65
Banh_beo/444.jpg,Banh_beo,184.97,7.08,31.51,7.94,145.32
Banh_beo/445.jpg,Banh_beo,196.8,7.49,33.67,7.73,168.11
Banh_beo/448.jpg,Banh_beo,186.17,9.5,34.2,7.48,151.05
Banh_beo/449.jpg,Banh_beo,139.7,7.38,27.75,8.37,144.4
Banh_beo/44.jpg,Banh_beo,242.66,8.17,26.3,7.84,150.44
Banh_beo/450.jpg,Banh_beo,173.75,8.54,32.49,9.44,142.79
Banh_beo/451.jpg,Banh_beo,192.85,9.03,25.73,9.01,148.21
Banh_beo/452.jpg,Banh_beo,213.48,8.3,27.28,8.16,152.04
Banh_beo/453.jpg,Banh_beo,230.43,8.61,29.47,7.79,117.12
Banh_beo/455.jpg,Banh_beo,249.32,8.88,31.71,8.73,142.33
Banh_beo/456.jpg,Banh_beo,211.99,6.23,27.23,7.63,177.7
Banh_beo/457.jpg,Banh_beo,178.1,9.06,32.17,7.63,137.12
Banh_beo/458.jpg,Banh_beo,183.61,8.12,31.13,7.79,155.46
Banh_beo/45.jpg,Banh_beo,194.23,8.44,29.77,5.87,163.55
Banh_beo/460.jpg,Banh_beo,195.2,7.55,32.31,7.66,128.75
Banh_beo/461.jpg,Banh_beo,191.53,8.45,31.4,7.91,193.87
Banh_beo/462.jpg,Banh_beo,199.99,7.5,29.19,8.86,141.45
Banh_beo/463.jpg,Banh_beo,188.74,7.42,28.35,9.68,138.28
Banh_beo/464.jpg,Banh_beo,189.54,8.3,29.53,8.54,153.76
Banh_beo/465.jpg,Banh_beo,191.36,7.05,28.34,8.75,159.74
Banh_beo/466.jpg,Banh_beo,229.28,8.02,26.7,7.7,159.07
Banh_beo/467.jpg,Banh_beo,186.31,7.26,29.76,8.42,149.04
Banh_beo/468.jpg,Banh_beo,214.69,7.98,29.57,9.3,153.75
Banh_beo/46.jpg,Banh_beo,210.77,8.01,25.24,6.69,129.21
Banh_beo/470.jpg,Banh_beo,213.86,7.53,26.05,9.54,147.89
Banh_beo/471.jpg,Banh_beo,217.42,9.01,25.76,8.44,135.55
Banh_beo/472.jpg,Banh_beo,190.0,6.91,33.76,8.6,150.91
Banh_beo/473.jpg,Banh_beo,209.12,9.12,27.5,8.2,160.43
Banh_beo/474.jpg,Banh_beo,220.26,8.71,34.47,8.1,155.55
Banh_beo/475.jpg,Banh_beo,199.72,8.95,27.94,8.81,165.67
Banh_beo/476.jpg,Banh_beo,171.79,8.3,31.33,8.34,129.68
Banh_beo/477.jpg,Banh_beo,180.55,8.33,32.28,8.71,159.68
Banh_beo/478.jpg,Banh_beo,211.53,9.0,31.33,8.69,138.72
Banh_beo/47.jpg,Banh_beo,204.06,7.41,31.81,9.19,131.05
Banh_beo/484.jpg,Banh_beo,211.52,9.72,30.87,9.34,172.7
Banh_beo/485.jpg,Banh_beo,197.98,7.43,28.88,7.74,149.23
Banh_beo/486.jpg,Banh_beo,192.05,6.97,26.21,8.14,147.17
Banh_beo/487.jpg,Banh_beo,224.07,10.44,32.13,7.6,178.44
Banh_beo/488.jpg,Banh_beo,197.92,6.87,24.64,8.36,148.13
Banh_beo/489.jpg,Banh_beo,220.38,9.07,27.77,9.36,141.32
Banh_beo/48.jpg,Banh_beo,213.03,6.89,27.71,5.76,141.53
Banh_beo/490.jpg,Banh_beo,224.01,6.78,32.31,9.12,122.86
Banh_beo/493.jpg,Banh_beo,199.26,8.38,32.45,9.71,140.52
Banh_beo/494.jpg,Banh_beo,220.77,8.59,35.21,6.93,144.64
Banh_beo/496.jpg,Banh_beo,190.69,8.57,30.95,7.85,162.69
Banh_beo/498.jpg,Banh_beo,201.14,8.62,34.36,7.58,163.41
Banh_beo/499.jpg,Banh_beo,198.94,8.19,26.97,8.24,144.02
Banh_beo/49.jpg,Banh_beo,160.52,7.45,26.59,7.17,145.72
Banh_beo/4.jpg,Banh_beo,172.76,6.57,28.74,8.35,156.73
Banh_beo/500.jpg,Banh_beo,239.31,8.22,27.06,8.3,127.93
Banh_beo/501.jpg,Banh_beo,180.76,9.7,31.25,6.89,138.33
Banh_beo/502.jpg,Banh_beo,191.75,9.34,30.2,7.72,153.57
Banh_beo/505.jpg,Banh_beo,192.63,8.75,27.94,7.34,146.34
Banh_beo/506.jpg,Banh_beo,234.36,8.41,29.91,8.46,124.49
Banh_beo/507.jpg,Banh_beo,226.62,8.79,22.63,9.21,151.68
Banh_beo/508.jpg,Banh_beo,190.18,7.91,30.66,8.06,162.95
Banh_beo/509.jpg,Banh_beo,179.34,8.06,28.99,8.55,140.69
Banh_beo/50.jpg,Banh_beo,190.61,7.96,35.03,8.12,130.85
Banh_beo/510.jpg,Banh_beo,213.47,8.75,29.38,8.29,120.51
Banh_beo/511.jpg,Banh_beo,217.4,8.25,26.67,6.74,148.92
Banh_beo/515.jpg,Banh_beo,222.87,6.63,32.04,8.5,178.75
Banh_beo/518.jpg,Banh_beo,201.96,7.28,23.35,7.38,152.4
Banh_beo/519.jpg,Banh_beo,185.57,7.2,27.55,7.47,162.04
Banh_beo/524.jpg,Banh_beo,185.51,6.4,30.46,8.34,131.6
Banh_beo/525.jpg,Banh_beo,201.1,7.71,27.38,7.87,135.3
Banh_beo/528.jpg,Banh_beo,206.75,8.99,26.69,7.24,153.75
Banh_beo/532.jpg,Banh_beo,195.51,8.83,34.53,8.2,166.07
Banh_beo/533.jpg,Banh_beo,230.06,7.95,28.54,7.53,142.6
Banh_beo/534.jpg,Banh_beo,194.3,7.6,30.31,7.76,154.09
Banh_beo/535.jpg,Banh_beo,194.92,8.01,31.89,8.37,130.71
Banh_beo/537.jpg,Banh_beo,188.85,8.13,35.93,7.55,169.85
Banh_beo/538.jpg,Banh_beo,222.82,8.3,34.89,8.0,133.47
Banh_beo/539.jpg,Banh_beo,200.79,7.43,30.6,7.87,148.2
Banh_beo/53.jpg,Banh_beo,171.03,7.19,28.9,7.61,151.82
